
Token Cruncher Benchmark Results:

| ZhiWen File   | Equivalent File   |   ZhiWen Tokens |   Equivalent Tokens | Reduction   |
| sim_0428.zw   | sim_0428.json     |             244 |                 217 | -12.44%     |
| sim_0643.zw   | sim_0643.json     |             271 |                 233 | -16.31%     |
| sim_0353.zw   | sim_0353.json     |             268 |                 233 | -15.02%     |
| sim_0083.zw   | sim_0083.json     |             283 |                 253 | -11.86%     |
| sim_0620.zw   | sim_0620.json     |             236 |                 224 | -5.36%      |
| sim_0817.zw   | sim_0817.json     |             272 |                 233 | -16.74%     |
| sim_0574.zw   | sim_0574.json     |             286 |                 246 | -16.26%     |
| sim_0685.zw   | sim_0685.json     |             270 |                 234 | -15.38%     |
| sim_0168.zw   | sim_0168.json     |             272 |                 232 | -17.24%     |
| sim_0636.zw   | sim_0636.json     |             268 |                 228 | -17.54%     |
| sim_0743.zw   | sim_0743.json     |             279 |                 233 | -19.74%     |
| sim_0566.zw   | sim_0566.json     |             241 |                 211 | -14.22%     |
| sim_0015.zw   | sim_0015.json     |             274 |                 240 | -14.17%     |
| sim_0081.zw   | sim_0081.json     |             283 |                 243 | -16.46%     |
| sim_0600.zw   | sim_0600.json     |             263 |                 225 | -16.89%     |
| sim_0267.zw   | sim_0267.json     |             265 |                 221 | -19.91%     |
| sim_0942.zw   | sim_0942.json     |             238 |                 203 | -17.24%     |
| sim_0304.zw   | sim_0304.json     |             268 |                 230 | -16.52%     |
| sim_0283.zw   | sim_0283.json     |             260 |                 229 | -13.54%     |
| sim_0247.zw   | sim_0247.json     |             273 |                 245 | -11.43%     |
| sim_0192.zw   | sim_0192.json     |             257 |                 231 | -11.26%     |
| sim_0515.zw   | sim_0515.json     |             283 |                 241 | -17.43%     |
| sim_0854.zw   | sim_0854.json     |             276 |                 221 | -24.89%     |
| sim_0431.zw   | sim_0431.json     |             241 |                 209 | -15.31%     |
| sim_0832.zw   | sim_0832.json     |             279 |                 237 | -17.72%     |
| sim_0049.zw   | sim_0049.json     |             280 |                 248 | -12.90%     |
| sim_0080.zw   | sim_0080.json     |             290 |                 247 | -17.41%     |
| sim_0433.zw   | sim_0433.json     |             244 |                 207 | -17.87%     |
| sim_0648.zw   | sim_0648.json     |             293 |                 241 | -21.58%     |
| sim_0217.zw   | sim_0217.json     |             282 |                 253 | -11.46%     |
| sim_0325.zw   | sim_0325.json     |             263 |                 235 | -11.91%     |
| sim_0498.zw   | sim_0498.json     |             263 |                 231 | -13.85%     |
| sim_0893.zw   | sim_0893.json     |             240 |                 223 | -7.62%      |
| sim_0802.zw   | sim_0802.json     |             276 |                 243 | -13.58%     |
| sim_0526.zw   | sim_0526.json     |             249 |                 228 | -9.21%      |
| sim_0509.zw   | sim_0509.json     |             276 |                 241 | -14.52%     |
| sim_0616.zw   | sim_0616.json     |             260 |                 219 | -18.72%     |
| sim_0997.zw   | sim_0997.json     |             275 |                 233 | -18.03%     |
| sim_0189.zw   | sim_0189.json     |             262 |                 224 | -16.96%     |
| sim_0110.zw   | sim_0110.json     |             264 |                 231 | -14.29%     |
| sim_0416.zw   | sim_0416.json     |             270 |                 236 | -14.41%     |
| sim_0109.zw   | sim_0109.json     |             246 |                 211 | -16.59%     |
| sim_0184.zw   | sim_0184.json     |             251 |                 217 | -15.67%     |
| sim_0274.zw   | sim_0274.json     |             258 |                 233 | -10.73%     |
| sim_0064.zw   | sim_0064.json     |             268 |                 233 | -15.02%     |
| sim_0589.zw   | sim_0589.json     |             261 |                 227 | -14.98%     |
| sim_0846.zw   | sim_0846.json     |             254 |                 236 | -7.63%      |
| sim_0928.zw   | sim_0928.json     |             274 |                 223 | -22.87%     |
| sim_0229.zw   | sim_0229.json     |             277 |                 240 | -15.42%     |
| sim_0663.zw   | sim_0663.json     |             238 |                 217 | -9.68%      |
| sim_0714.zw   | sim_0714.json     |             283 |                 239 | -18.41%     |
| sim_0175.zw   | sim_0175.json     |             261 |                 217 | -20.28%     |
| sim_0687.zw   | sim_0687.json     |             255 |                 227 | -12.33%     |
| sim_0079.zw   | sim_0079.json     |             268 |                 231 | -16.02%     |
| sim_0339.zw   | sim_0339.json     |             251 |                 235 | -6.81%      |
| sim_0830.zw   | sim_0830.json     |             289 |                 242 | -19.42%     |
| sim_0536.zw   | sim_0536.json     |             277 |                 235 | -17.87%     |
| sim_0949.zw   | sim_0949.json     |             262 |                 231 | -13.42%     |
| sim_0723.zw   | sim_0723.json     |             270 |                 233 | -15.88%     |
| sim_0772.zw   | sim_0772.json     |             271 |                 245 | -10.61%     |
| sim_0882.zw   | sim_0882.json     |             278 |                 227 | -22.47%     |
| sim_0921.zw   | sim_0921.json     |             261 |                 215 | -21.40%     |
| sim_0549.zw   | sim_0549.json     |             249 |                 221 | -12.67%     |
| sim_0231.zw   | sim_0231.json     |             283 |                 249 | -13.65%     |
| sim_0301.zw   | sim_0301.json     |             237 |                 212 | -11.79%     |
| sim_0994.zw   | sim_0994.json     |             252 |                 220 | -14.55%     |
| sim_0654.zw   | sim_0654.json     |             269 |                 244 | -10.25%     |
| sim_0206.zw   | sim_0206.json     |             261 |                 235 | -11.06%     |
| sim_0645.zw   | sim_0645.json     |             256 |                 227 | -12.78%     |
| sim_0482.zw   | sim_0482.json     |             279 |                 247 | -12.96%     |
| sim_0840.zw   | sim_0840.json     |             262 |                 219 | -19.63%     |
| sim_0765.zw   | sim_0765.json     |             265 |                 235 | -12.77%     |
| sim_0926.zw   | sim_0926.json     |             272 |                 238 | -14.29%     |
| sim_0153.zw   | sim_0153.json     |             252 |                 223 | -13.00%     |
| sim_0415.zw   | sim_0415.json     |             244 |                 218 | -11.93%     |
| sim_0689.zw   | sim_0689.json     |             264 |                 230 | -14.78%     |
| sim_0619.zw   | sim_0619.json     |             277 |                 247 | -12.15%     |
| sim_0936.zw   | sim_0936.json     |             262 |                 238 | -10.08%     |
| sim_0469.zw   | sim_0469.json     |             253 |                 229 | -10.48%     |
| sim_0597.zw   | sim_0597.json     |             260 |                 226 | -15.04%     |
| sim_0450.zw   | sim_0450.json     |             250 |                 219 | -14.16%     |
| sim_0892.zw   | sim_0892.json     |             269 |                 231 | -16.45%     |
| sim_0326.zw   | sim_0326.json     |             271 |                 235 | -15.32%     |
| sim_0779.zw   | sim_0779.json     |             278 |                 240 | -15.83%     |
| sim_0396.zw   | sim_0396.json     |             269 |                 238 | -13.03%     |
| sim_0111.zw   | sim_0111.json     |             272 |                 239 | -13.81%     |
| sim_0667.zw   | sim_0667.json     |             258 |                 229 | -12.66%     |
| sim_0671.zw   | sim_0671.json     |             270 |                 241 | -12.03%     |
| sim_0695.zw   | sim_0695.json     |             271 |                 237 | -14.35%     |
| sim_0657.zw   | sim_0657.json     |             266 |                 239 | -11.30%     |
| sim_0735.zw   | sim_0735.json     |             247 |                 218 | -13.30%     |
| sim_0419.zw   | sim_0419.json     |             291 |                 252 | -15.48%     |
| sim_0167.zw   | sim_0167.json     |             258 |                 224 | -15.18%     |
| sim_0383.zw   | sim_0383.json     |             258 |                 230 | -12.17%     |
| sim_0582.zw   | sim_0582.json     |             275 |                 245 | -12.24%     |
| sim_0125.zw   | sim_0125.json     |             246 |                 220 | -11.82%     |
| sim_0580.zw   | sim_0580.json     |             258 |                 232 | -11.21%     |
| sim_0988.zw   | sim_0988.json     |             229 |                 216 | -6.02%      |
| sim_0464.zw   | sim_0464.json     |             276 |                 239 | -15.48%     |
| sim_0088.zw   | sim_0088.json     |             274 |                 250 | -9.60%      |
| sim_0435.zw   | sim_0435.json     |             251 |                 224 | -12.05%     |
| sim_0093.zw   | sim_0093.json     |             273 |                 246 | -10.98%     |
| sim_0986.zw   | sim_0986.json     |             238 |                 211 | -12.80%     |
| sim_0397.zw   | sim_0397.json     |             252 |                 230 | -9.57%      |
| sim_0503.zw   | sim_0503.json     |             271 |                 241 | -12.45%     |
| sim_0857.zw   | sim_0857.json     |             289 |                 243 | -18.93%     |
| sim_0041.zw   | sim_0041.json     |             270 |                 235 | -14.89%     |
| sim_0908.zw   | sim_0908.json     |             270 |                 233 | -15.88%     |
| sim_0801.zw   | sim_0801.json     |             296 |                 245 | -20.82%     |
| sim_0067.zw   | sim_0067.json     |             252 |                 223 | -13.00%     |
| sim_0137.zw   | sim_0137.json     |             274 |                 242 | -13.22%     |
| sim_0554.zw   | sim_0554.json     |             288 |                 245 | -17.55%     |
| sim_0501.zw   | sim_0501.json     |             263 |                 240 | -9.58%      |
| sim_0302.zw   | sim_0302.json     |             284 |                 239 | -18.83%     |
| sim_0707.zw   | sim_0707.json     |             256 |                 224 | -14.29%     |
| sim_0046.zw   | sim_0046.json     |             278 |                 235 | -18.30%     |
| sim_0624.zw   | sim_0624.json     |             237 |                 209 | -13.40%     |
| sim_0288.zw   | sim_0288.json     |             300 |                 245 | -22.45%     |
| sim_0143.zw   | sim_0143.json     |             253 |                 223 | -13.45%     |
| sim_0681.zw   | sim_0681.json     |             248 |                 229 | -8.30%      |
| sim_0795.zw   | sim_0795.json     |             270 |                 241 | -12.03%     |
| sim_0746.zw   | sim_0746.json     |             269 |                 240 | -12.08%     |
| sim_0577.zw   | sim_0577.json     |             289 |                 240 | -20.42%     |
| sim_0042.zw   | sim_0042.json     |             236 |                 210 | -12.38%     |
| sim_0607.zw   | sim_0607.json     |             265 |                 228 | -16.23%     |
| sim_0334.zw   | sim_0334.json     |             289 |                 251 | -15.14%     |
| sim_0208.zw   | sim_0208.json     |             248 |                 224 | -10.71%     |
| sim_0626.zw   | sim_0626.json     |             256 |                 228 | -12.28%     |
| sim_0680.zw   | sim_0680.json     |             251 |                 219 | -14.61%     |
| sim_0473.zw   | sim_0473.json     |             249 |                 222 | -12.16%     |
| sim_0524.zw   | sim_0524.json     |             269 |                 240 | -12.08%     |
| sim_0310.zw   | sim_0310.json     |             270 |                 239 | -12.97%     |
| sim_0381.zw   | sim_0381.json     |             284 |                 245 | -15.92%     |
| sim_0691.zw   | sim_0691.json     |             234 |                 214 | -9.35%      |
| sim_0430.zw   | sim_0430.json     |             263 |                 230 | -14.35%     |
| sim_0951.zw   | sim_0951.json     |             281 |                 248 | -13.31%     |
| sim_0103.zw   | sim_0103.json     |             261 |                 229 | -13.97%     |
| sim_0183.zw   | sim_0183.json     |             255 |                 236 | -8.05%      |
| sim_0219.zw   | sim_0219.json     |             241 |                 213 | -13.15%     |
| sim_0856.zw   | sim_0856.json     |             256 |                 214 | -19.63%     |
| sim_0434.zw   | sim_0434.json     |             270 |                 237 | -13.92%     |
| sim_0336.zw   | sim_0336.json     |             275 |                 238 | -15.55%     |
| sim_0439.zw   | sim_0439.json     |             262 |                 225 | -16.44%     |
| sim_0789.zw   | sim_0789.json     |             268 |                 232 | -15.52%     |
| sim_0052.zw   | sim_0052.json     |             273 |                 237 | -15.19%     |
| sim_0947.zw   | sim_0947.json     |             271 |                 240 | -12.92%     |
| sim_0806.zw   | sim_0806.json     |             269 |                 244 | -10.25%     |
| sim_0152.zw   | sim_0152.json     |             251 |                 211 | -18.96%     |
| sim_0922.zw   | sim_0922.json     |             256 |                 237 | -8.02%      |
| sim_0209.zw   | sim_0209.json     |             242 |                 230 | -5.22%      |
| sim_0753.zw   | sim_0753.json     |             240 |                 219 | -9.59%      |
| sim_0849.zw   | sim_0849.json     |             245 |                 214 | -14.49%     |
| sim_0298.zw   | sim_0298.json     |             248 |                 224 | -10.71%     |
| sim_0269.zw   | sim_0269.json     |             270 |                 235 | -14.89%     |
| sim_0491.zw   | sim_0491.json     |             295 |                 251 | -17.53%     |
| sim_0516.zw   | sim_0516.json     |             271 |                 241 | -12.45%     |
| sim_0195.zw   | sim_0195.json     |             260 |                 223 | -16.59%     |
| sim_0939.zw   | sim_0939.json     |             266 |                 240 | -10.83%     |
| sim_0800.zw   | sim_0800.json     |             287 |                 237 | -21.10%     |
| sim_0704.zw   | sim_0704.json     |             270 |                 222 | -21.62%     |
| sim_0850.zw   | sim_0850.json     |             270 |                 243 | -11.11%     |
| sim_0481.zw   | sim_0481.json     |             259 |                 232 | -11.64%     |
| sim_0927.zw   | sim_0927.json     |             267 |                 242 | -10.33%     |
| sim_0082.zw   | sim_0082.json     |             283 |                 245 | -15.51%     |
| sim_0127.zw   | sim_0127.json     |             281 |                 244 | -15.16%     |
| sim_0040.zw   | sim_0040.json     |             279 |                 229 | -21.83%     |
| sim_0488.zw   | sim_0488.json     |             259 |                 218 | -18.81%     |
| sim_0150.zw   | sim_0150.json     |             243 |                 223 | -8.97%      |
| sim_0011.zw   | sim_0011.json     |             245 |                 212 | -15.57%     |
| sim_0860.zw   | sim_0860.json     |             255 |                 223 | -14.35%     |
| sim_0320.zw   | sim_0320.json     |             252 |                 227 | -11.01%     |
| sim_0364.zw   | sim_0364.json     |             245 |                 228 | -7.46%      |
| sim_0289.zw   | sim_0289.json     |             297 |                 253 | -17.39%     |
| sim_0129.zw   | sim_0129.json     |             249 |                 213 | -16.90%     |
| sim_0086.zw   | sim_0086.json     |             284 |                 251 | -13.15%     |
| sim_0413.zw   | sim_0413.json     |             277 |                 241 | -14.94%     |
| sim_0523.zw   | sim_0523.json     |             265 |                 227 | -16.74%     |
| sim_0265.zw   | sim_0265.json     |             278 |                 259 | -7.34%      |
| sim_0945.zw   | sim_0945.json     |             269 |                 242 | -11.16%     |
| sim_0044.zw   | sim_0044.json     |             280 |                 245 | -14.29%     |
| sim_0068.zw   | sim_0068.json     |             255 |                 226 | -12.83%     |
| sim_0883.zw   | sim_0883.json     |             279 |                 232 | -20.26%     |
| sim_0412.zw   | sim_0412.json     |             268 |                 233 | -15.02%     |
| sim_0674.zw   | sim_0674.json     |             284 |                 251 | -13.15%     |
| sim_0282.zw   | sim_0282.json     |             262 |                 227 | -15.42%     |
| sim_0716.zw   | sim_0716.json     |             245 |                 211 | -16.11%     |
| sim_0099.zw   | sim_0099.json     |             271 |                 243 | -11.52%     |
| sim_0324.zw   | sim_0324.json     |             248 |                 230 | -7.83%      |
| sim_0447.zw   | sim_0447.json     |             252 |                 222 | -13.51%     |
| sim_0296.zw   | sim_0296.json     |             240 |                 221 | -8.60%      |
| sim_0023.zw   | sim_0023.json     |             268 |                 249 | -7.63%      |
| sim_0050.zw   | sim_0050.json     |             267 |                 235 | -13.62%     |
| sim_0122.zw   | sim_0122.json     |             234 |                 209 | -11.96%     |
| sim_0253.zw   | sim_0253.json     |             277 |                 225 | -23.11%     |
| sim_0087.zw   | sim_0087.json     |             278 |                 246 | -13.01%     |
| sim_0638.zw   | sim_0638.json     |             269 |                 224 | -20.09%     |
| sim_0451.zw   | sim_0451.json     |             274 |                 241 | -13.69%     |
| sim_0552.zw   | sim_0552.json     |             262 |                 230 | -13.91%     |
| sim_0543.zw   | sim_0543.json     |             280 |                 240 | -16.67%     |
| sim_0250.zw   | sim_0250.json     |             240 |                 210 | -14.29%     |
| sim_0909.zw   | sim_0909.json     |             277 |                 251 | -10.36%     |
| sim_0545.zw   | sim_0545.json     |             256 |                 227 | -12.78%     |
| sim_0891.zw   | sim_0891.json     |             260 |                 230 | -13.04%     |
| sim_0821.zw   | sim_0821.json     |             251 |                 234 | -7.26%      |
| sim_0633.zw   | sim_0633.json     |             272 |                 245 | -11.02%     |
| sim_0374.zw   | sim_0374.json     |             274 |                 240 | -14.17%     |
| sim_0975.zw   | sim_0975.json     |             287 |                 245 | -17.14%     |
| sim_0584.zw   | sim_0584.json     |             275 |                 239 | -15.06%     |
| sim_0833.zw   | sim_0833.json     |             263 |                 243 | -8.23%      |
| sim_0131.zw   | sim_0131.json     |             277 |                 238 | -16.39%     |
| sim_0628.zw   | sim_0628.json     |             246 |                 223 | -10.31%     |
| sim_0713.zw   | sim_0713.json     |             279 |                 236 | -18.22%     |
| sim_0954.zw   | sim_0954.json     |             257 |                 227 | -13.22%     |
| sim_0683.zw   | sim_0683.json     |             275 |                 247 | -11.34%     |
| sim_0758.zw   | sim_0758.json     |             258 |                 222 | -16.22%     |
| sim_0596.zw   | sim_0596.json     |             257 |                 214 | -20.09%     |
| sim_0101.zw   | sim_0101.json     |             275 |                 237 | -16.03%     |
| sim_0139.zw   | sim_0139.json     |             248 |                 221 | -12.22%     |
| sim_0123.zw   | sim_0123.json     |             287 |                 250 | -14.80%     |
| sim_0251.zw   | sim_0251.json     |             249 |                 220 | -13.18%     |
| sim_0293.zw   | sim_0293.json     |             274 |                 233 | -17.60%     |
| sim_0350.zw   | sim_0350.json     |             248 |                 217 | -14.29%     |
| sim_0829.zw   | sim_0829.json     |             261 |                 210 | -24.29%     |
| sim_0307.zw   | sim_0307.json     |             252 |                 218 | -15.60%     |
| sim_0590.zw   | sim_0590.json     |             276 |                 233 | -18.45%     |
| sim_0724.zw   | sim_0724.json     |             275 |                 246 | -11.79%     |
| sim_0271.zw   | sim_0271.json     |             275 |                 233 | -18.03%     |
| sim_0575.zw   | sim_0575.json     |             260 |                 227 | -14.54%     |
| sim_0452.zw   | sim_0452.json     |             286 |                 246 | -16.26%     |
| sim_0793.zw   | sim_0793.json     |             272 |                 243 | -11.93%     |
| sim_0116.zw   | sim_0116.json     |             274 |                 221 | -23.98%     |
| sim_0522.zw   | sim_0522.json     |             242 |                 209 | -15.79%     |
| sim_0496.zw   | sim_0496.json     |             273 |                 241 | -13.28%     |
| sim_0635.zw   | sim_0635.json     |             265 |                 246 | -7.72%      |
| sim_0065.zw   | sim_0065.json     |             261 |                 223 | -17.04%     |
| sim_0314.zw   | sim_0314.json     |             239 |                 213 | -12.21%     |
| sim_0858.zw   | sim_0858.json     |             271 |                 247 | -9.72%      |
| sim_0999.zw   | sim_0999.json     |             268 |                 235 | -14.04%     |
| sim_0179.zw   | sim_0179.json     |             289 |                 239 | -20.92%     |
| sim_0715.zw   | sim_0715.json     |             279 |                 239 | -16.74%     |
| sim_0117.zw   | sim_0117.json     |             274 |                 234 | -17.09%     |
| sim_0147.zw   | sim_0147.json     |             267 |                 237 | -12.66%     |
| sim_0287.zw   | sim_0287.json     |             281 |                 241 | -16.60%     |
| sim_0567.zw   | sim_0567.json     |             272 |                 236 | -15.25%     |
| sim_0571.zw   | sim_0571.json     |             266 |                 227 | -17.18%     |
| sim_0403.zw   | sim_0403.json     |             259 |                 237 | -9.28%      |
| sim_0135.zw   | sim_0135.json     |             246 |                 213 | -15.49%     |
| sim_0460.zw   | sim_0460.json     |             281 |                 241 | -16.60%     |
| sim_0157.zw   | sim_0157.json     |             256 |                 214 | -19.63%     |
| sim_0090.zw   | sim_0090.json     |             277 |                 233 | -18.88%     |
| sim_0113.zw   | sim_0113.json     |             272 |                 238 | -14.29%     |
| sim_0074.zw   | sim_0074.json     |             272 |                 240 | -13.33%     |
| sim_0235.zw   | sim_0235.json     |             265 |                 241 | -9.96%      |
| sim_0461.zw   | sim_0461.json     |             279 |                 242 | -15.29%     |
| sim_0809.zw   | sim_0809.json     |             282 |                 243 | -16.05%     |
| sim_0631.zw   | sim_0631.json     |             270 |                 243 | -11.11%     |
| sim_0351.zw   | sim_0351.json     |             287 |                 253 | -13.44%     |
| sim_0581.zw   | sim_0581.json     |             263 |                 228 | -15.35%     |
| sim_0658.zw   | sim_0658.json     |             268 |                 245 | -9.39%      |
| sim_0621.zw   | sim_0621.json     |             259 |                 227 | -14.10%     |
| sim_0455.zw   | sim_0455.json     |             271 |                 232 | -16.81%     |
| sim_0487.zw   | sim_0487.json     |             274 |                 253 | -8.30%      |
| sim_0230.zw   | sim_0230.json     |             242 |                 211 | -14.69%     |
| sim_0788.zw   | sim_0788.json     |             246 |                 216 | -13.89%     |
| sim_0051.zw   | sim_0051.json     |             242 |                 217 | -11.52%     |
| sim_0517.zw   | sim_0517.json     |             281 |                 235 | -19.57%     |
| sim_0070.zw   | sim_0070.json     |             249 |                 229 | -8.73%      |
| sim_0105.zw   | sim_0105.json     |             283 |                 239 | -18.41%     |
| sim_0925.zw   | sim_0925.json     |             270 |                 232 | -16.38%     |
| sim_0518.zw   | sim_0518.json     |             274 |                 230 | -19.13%     |
| sim_0424.zw   | sim_0424.json     |             264 |                 231 | -14.29%     |
| sim_0045.zw   | sim_0045.json     |             269 |                 241 | -11.62%     |
| sim_0468.zw   | sim_0468.json     |             251 |                 215 | -16.74%     |
| sim_0848.zw   | sim_0848.json     |             267 |                 229 | -16.59%     |
| sim_0207.zw   | sim_0207.json     |             270 |                 230 | -17.39%     |
| sim_0769.zw   | sim_0769.json     |             263 |                 236 | -11.44%     |
| sim_0297.zw   | sim_0297.json     |             247 |                 226 | -9.29%      |
| sim_0200.zw   | sim_0200.json     |             259 |                 228 | -13.60%     |
| sim_0456.zw   | sim_0456.json     |             278 |                 245 | -13.47%     |
| sim_0542.zw   | sim_0542.json     |             290 |                 239 | -21.34%     |
| sim_0736.zw   | sim_0736.json     |             262 |                 239 | -9.62%      |
| sim_0539.zw   | sim_0539.json     |             264 |                 236 | -11.86%     |
| sim_0948.zw   | sim_0948.json     |             280 |                 245 | -14.29%     |
| sim_0815.zw   | sim_0815.json     |             260 |                 231 | -12.55%     |
| sim_0865.zw   | sim_0865.json     |             238 |                 212 | -12.26%     |
| sim_0550.zw   | sim_0550.json     |             271 |                 242 | -11.98%     |
| sim_0196.zw   | sim_0196.json     |             243 |                 220 | -10.45%     |
| sim_0030.zw   | sim_0030.json     |             286 |                 247 | -15.79%     |
| sim_0172.zw   | sim_0172.json     |             239 |                 218 | -9.63%      |
| sim_0796.zw   | sim_0796.json     |             276 |                 241 | -14.52%     |
| sim_0980.zw   | sim_0980.json     |             224 |                 211 | -6.16%      |
| sim_0969.zw   | sim_0969.json     |             276 |                 245 | -12.65%     |
| sim_0035.zw   | sim_0035.json     |             267 |                 228 | -17.11%     |
| sim_0422.zw   | sim_0422.json     |             263 |                 221 | -19.00%     |
| sim_0907.zw   | sim_0907.json     |             286 |                 248 | -15.32%     |
| sim_0387.zw   | sim_0387.json     |             286 |                 246 | -16.26%     |
| sim_0763.zw   | sim_0763.json     |             260 |                 229 | -13.54%     |
| sim_0900.zw   | sim_0900.json     |             261 |                 225 | -16.00%     |
| sim_0773.zw   | sim_0773.json     |             234 |                 207 | -13.04%     |
| sim_0037.zw   | sim_0037.json     |             240 |                 218 | -10.09%     |
| sim_0034.zw   | sim_0034.json     |             257 |                 226 | -13.72%     |
| sim_0899.zw   | sim_0899.json     |             259 |                 218 | -18.81%     |
| sim_0650.zw   | sim_0650.json     |             240 |                 213 | -12.68%     |
| sim_0319.zw   | sim_0319.json     |             261 |                 232 | -12.50%     |
| sim_0730.zw   | sim_0730.json     |             244 |                 221 | -10.41%     |
| sim_0835.zw   | sim_0835.json     |             243 |                 231 | -5.19%      |
| sim_0979.zw   | sim_0979.json     |             282 |                 243 | -16.05%     |
| sim_0931.zw   | sim_0931.json     |             289 |                 260 | -11.15%     |
| sim_0910.zw   | sim_0910.json     |             272 |                 239 | -13.81%     |
| sim_0010.zw   | sim_0010.json     |             279 |                 233 | -19.74%     |
| sim_0286.zw   | sim_0286.json     |             266 |                 237 | -12.24%     |
| sim_0441.zw   | sim_0441.json     |             288 |                 257 | -12.06%     |
| sim_0182.zw   | sim_0182.json     |             269 |                 236 | -13.98%     |
| sim_0932.zw   | sim_0932.json     |             271 |                 238 | -13.87%     |
| sim_0115.zw   | sim_0115.json     |             257 |                 225 | -14.22%     |
| sim_0558.zw   | sim_0558.json     |             265 |                 222 | -19.37%     |
| sim_0976.zw   | sim_0976.json     |             273 |                 238 | -14.71%     |
| sim_0213.zw   | sim_0213.json     |             256 |                 238 | -7.56%      |
| sim_0745.zw   | sim_0745.json     |             269 |                 235 | -14.47%     |
| sim_0877.zw   | sim_0877.json     |             243 |                 231 | -5.19%      |
| sim_0960.zw   | sim_0960.json     |             269 |                 230 | -16.96%     |
| sim_0020.zw   | sim_0020.json     |             250 |                 211 | -18.48%     |
| sim_0321.zw   | sim_0321.json     |             238 |                 219 | -8.68%      |
| sim_0824.zw   | sim_0824.json     |             272 |                 238 | -14.29%     |
| sim_0445.zw   | sim_0445.json     |             260 |                 225 | -15.56%     |
| sim_0132.zw   | sim_0132.json     |             273 |                 241 | -13.28%     |
| sim_0915.zw   | sim_0915.json     |             265 |                 236 | -12.29%     |
| sim_0923.zw   | sim_0923.json     |             283 |                 241 | -17.43%     |
| sim_0029.zw   | sim_0029.json     |             281 |                 240 | -17.08%     |
| sim_0504.zw   | sim_0504.json     |             272 |                 242 | -12.40%     |
| sim_0525.zw   | sim_0525.json     |             260 |                 210 | -23.81%     |
| sim_0166.zw   | sim_0166.json     |             253 |                 222 | -13.96%     |
| sim_0453.zw   | sim_0453.json     |             269 |                 226 | -19.03%     |
| sim_0885.zw   | sim_0885.json     |             263 |                 225 | -16.89%     |
| sim_0511.zw   | sim_0511.json     |             270 |                 242 | -11.57%     |
| sim_0032.zw   | sim_0032.json     |             259 |                 227 | -14.10%     |
| sim_0874.zw   | sim_0874.json     |             262 |                 226 | -15.93%     |
| sim_0472.zw   | sim_0472.json     |             272 |                 239 | -13.81%     |
| sim_0563.zw   | sim_0563.json     |             276 |                 235 | -17.45%     |
| sim_0698.zw   | sim_0698.json     |             268 |                 226 | -18.58%     |
| sim_0810.zw   | sim_0810.json     |             244 |                 214 | -14.02%     |
| sim_0761.zw   | sim_0761.json     |             271 |                 225 | -20.44%     |
| sim_0941.zw   | sim_0941.json     |             279 |                 234 | -19.23%     |
| sim_0703.zw   | sim_0703.json     |             259 |                 229 | -13.10%     |
| sim_0096.zw   | sim_0096.json     |             274 |                 241 | -13.69%     |
| sim_0391.zw   | sim_0391.json     |             260 |                 233 | -11.59%     |
| sim_0593.zw   | sim_0593.json     |             258 |                 216 | -19.44%     |
| sim_0814.zw   | sim_0814.json     |             267 |                 238 | -12.18%     |
| sim_0471.zw   | sim_0471.json     |             276 |                 245 | -12.65%     |
| sim_0485.zw   | sim_0485.json     |             254 |                 227 | -11.89%     |
| sim_0392.zw   | sim_0392.json     |             266 |                 229 | -16.16%     |
| sim_0443.zw   | sim_0443.json     |             278 |                 234 | -18.80%     |
| sim_0375.zw   | sim_0375.json     |             294 |                 250 | -17.60%     |
| sim_0956.zw   | sim_0956.json     |             282 |                 244 | -15.57%     |
| sim_0682.zw   | sim_0682.json     |             257 |                 224 | -14.73%     |
| sim_0100.zw   | sim_0100.json     |             275 |                 236 | -16.53%     |
| sim_0514.zw   | sim_0514.json     |             250 |                 224 | -11.61%     |
| sim_0929.zw   | sim_0929.json     |             254 |                 215 | -18.14%     |
| sim_0961.zw   | sim_0961.json     |             274 |                 231 | -18.61%     |
| sim_0483.zw   | sim_0483.json     |             258 |                 232 | -11.21%     |
| sim_0756.zw   | sim_0756.json     |             262 |                 224 | -16.96%     |
| sim_0902.zw   | sim_0902.json     |             239 |                 204 | -17.16%     |
| sim_0553.zw   | sim_0553.json     |             258 |                 224 | -15.18%     |
| sim_0003.zw   | sim_0003.json     |             261 |                 223 | -17.04%     |
| sim_0378.zw   | sim_0378.json     |             275 |                 241 | -14.11%     |
| sim_0188.zw   | sim_0188.json     |             284 |                 254 | -11.81%     |
| sim_0237.zw   | sim_0237.json     |             259 |                 233 | -11.16%     |
| sim_0725.zw   | sim_0725.json     |             275 |                 237 | -16.03%     |
| sim_0108.zw   | sim_0108.json     |             264 |                 221 | -19.46%     |
| sim_0971.zw   | sim_0971.json     |             252 |                 239 | -5.44%      |
| sim_0615.zw   | sim_0615.json     |             253 |                 219 | -15.53%     |
| sim_0912.zw   | sim_0912.json     |             257 |                 225 | -14.22%     |
| sim_0612.zw   | sim_0612.json     |             271 |                 241 | -12.45%     |
| sim_0440.zw   | sim_0440.json     |             249 |                 214 | -16.36%     |
| sim_0379.zw   | sim_0379.json     |             274 |                 243 | -12.76%     |
| sim_0799.zw   | sim_0799.json     |             263 |                 232 | -13.36%     |
